标题,标题链接,CatalogNo.,CasNo.,Name,ReaxyNo.,CNName,cards-box,cards-box-desc1
">METHYL 1-OXO-2,3-DIHYDRO-1H-INDENE-4-CARBOXYLATE",http://www.acemol.com/55934-10-6.html,Catalog No.:AMOT0780,Cas No.: 55934-10-6,">METHYL 1-OXO-2,3-DIHYDRO-1H-INDENE-4-CARBOXYLATE",Reaxy No.:,CN Name:1-茚满酮-4-羧酸甲酯,55934-10-6,COC(=O)C1=CC=CC2=C1CCC2=O
>1-indanone-4-carboxylic acid,http://www.acemol.com/56461-20-2.html,Catalog No.:AMOT0781,Cas No.: 56461-20-2,>1-indanone-4-carboxylic acid,Reaxy No.:2412281,CN Name:1-茚酮-4-羧酸,56461-20-2,OC(=O)C1=CC=CC2=C1CCC2=O
">5-OXO-5,6,7,8-TETRAHYDRO-NAPHTHALENE-1-CARBOXYLIC ACID",http://www.acemol.com/56461-21-3.html,Catalog No.:AMOT0782,Cas No.: 56461-21-3,">5-OXO-5,6,7,8-TETRAHYDRO-NAPHTHALENE-1-CARBOXYLIC ACID",Reaxy No.:2692706,"CN Name:5-氧代-5,6,7,8-四氢萘-1-羧酸",56461-21-3,OC(=O)C1=C2CCCC(=O)C2=CC=C1
>(R)-2-phenylpyrrolidine hydrochloride,http://www.acemol.com/56523-47-8.html,Catalog No.:AMOT0783,Cas No.: 56523-47-8,>(R)-2-phenylpyrrolidine hydrochloride,Reaxy No.:2644120,CN Name:(R)-2-苯基吡咯烷,56523-47-8,Cl[H].C1CN[C@H](C1)C1=CC=CC=C1
">1,4-Diazabicyclo[4.3.0]nonane",http://www.acemol.com/5654-83-1.html,Catalog No.:AMOT0784,Cas No.: 5654-83-1,">1,4-Diazabicyclo[4.3.0]nonane",Reaxy No.:3588594,"CN Name:1,4-氮杂双环[4.3.0]壬烷",5654-83-1,C1CC2CNCCN2C1
>(R)-ALPHA-METHYL-4-NITROBENZYLAMINE HYDROCHLORIDE,http://www.acemol.com/57233-86-0.html,Catalog No.:AMOT0785,Cas No.: 57233-86-0,>(R)-ALPHA-METHYL-4-NITROBENZYLAMINE HYDROCHLORIDE,Reaxy No.:605605,CN Name:(R)- Alpha-甲基-4-硝基苄胺盐酸盐,57233-86-0,Cl[H].C[C@@H](N)C1=CC=C(C=C1)[N+]([O-])=O
">3,4-Dihydro-2H-phenanthren-1-one",http://www.acemol.com/573-22-8.html,Catalog No.:AMOT0786,Cas No.: 573-22-8,">3,4-Dihydro-2H-phenanthren-1-one",Reaxy No.:3701567,"CN Name:3,4-二氢-2H-菲-1-酮",573-22-8,O=C1CCCC2=C1C=CC1=C2C=CC=C1
>6-METHOXY-4-CHROMANONE,http://www.acemol.com/5802-17-5.html,Catalog No.:AMOT0787,Cas No.: 5802-17-5,>6-METHOXY-4-CHROMANONE,Reaxy No.:81965,CN Name:6-甲氧基-4-二氢色原酮,5802-17-5,COC1=CC2=C(OCCC2=O)C=C1
>7-Chloro-4-methyl-1-indanone,http://www.acemol.com/58630-80-1.html,Catalog No.:AMOT0788,Cas No.: 58630-80-1,>7-Chloro-4-methyl-1-indanone,Reaxy No.:,CN Name:7-氯-4-甲基-1-茚酮,58630-80-1,CC1=CC=C(Cl)C2=C1CCC2=O
>(S)-2-PHENYLPYRROLIDINE,http://www.acemol.com/59347-91-0.html,Catalog No.:AMOT0789,Cas No.: 59347-91-0,>(S)-2-PHENYLPYRROLIDINE,Reaxy No.:2640048,CN Name:(S)-2-苯基吡咯烷,59347-91-0,C1CN[C@@H](C1)C1=CC=CC=C1
">Methyl 5-oxo-5,6,7,8-tetrahydronaphthalene-1-carboxylate",http://www.acemol.com/59599-49-4.html,Catalog No.:AMOT0790,Cas No.: 59599-49-4,">Methyl 5-oxo-5,6,7,8-tetrahydronaphthalene-1-carboxylate",Reaxy No.:4350498,"CN Name:5-氧代-5,6,7,8-四氢萘-1-羧酸甲酯",59599-49-4,COC(=O)C1=C2CCCC(=O)C2=CC=C1
>1-Indanone-6-carboxylic acid,http://www.acemol.com/60031-08-5.html,Catalog No.:AMOT0791,Cas No.: 60031-08-5,>1-Indanone-6-carboxylic acid,Reaxy No.:2841900,CN Name:1-茚酮-6-甲酸,60031-08-5,OC(=O)C1=CC2=C(CCC2=O)C=C1
>5-FLUORO-BENZOFURAN-3-ONE,http://www.acemol.com/60770-49-2.html,Catalog No.:AMOT0792,Cas No.: 60770-49-2,>5-FLUORO-BENZOFURAN-3-ONE,Reaxy No.:3049013,CN Name:5-氟-3-苯并呋喃酮,60770-49-2,FC1=CC=C2OCC(=O)C2=C1
">6-methoxy-7-methyl-3,4-dihydro-2H-naphthalen-1-one",http://www.acemol.com/61495-10-1.html,Catalog No.:AMOT0793,Cas No.: 61495-10-1,">6-methoxy-7-methyl-3,4-dihydro-2H-naphthalen-1-one",Reaxy No.:1367089,CN Name:7-甲基-6-甲氧基-1-四氢萘酮,61495-10-1,COC1=CC2=C(C=C1C)C(=O)CCC2
">6-(trifluoromethyl)-3,4-dihydro-2H-naphthalen-1-one",http://www.acemol.com/62620-71-7.html,Catalog No.:AMOT0794,Cas No.: 62620-71-7,">6-(trifluoromethyl)-3,4-dihydro-2H-naphthalen-1-one",Reaxy No.:2253344,"CN Name:6-三氟甲基-3,4-二氢-1H-2-萘酮",62620-71-7,FC(F)(F)C1=CC2=C(C=C1)C(=O)CCC2
>6-HYDROXY-1-INDANONE,http://www.acemol.com/62803-47-8.html,Catalog No.:AMOT0795,Cas No.: 62803-47-8,>6-HYDROXY-1-INDANONE,Reaxy No.:14420268,CN Name:6-羟基-1-茚酮,62803-47-8,OC1=CC2=C(CCC2=O)C=C1
">4,5-Difluoroindan-1-one",http://www.acemol.com/628732-11-6.html,Catalog No.:AMOT0796,Cas No.: 628732-11-6,">4,5-Difluoroindan-1-one",Reaxy No.:1282496,"CN Name:4,5-二氟-1-茚酮",628732-11-6,FC1=C(F)C2=C(C=C1)C(=O)CC2
">2,3-DIHYDRO-1H-BENZ[E]INDEN-1-ONE",http://www.acemol.com/6342-87-6.html,Catalog No.:AMOT0797,Cas No.: 6342-87-6,">2,3-DIHYDRO-1H-BENZ[E]INDEN-1-ONE",Reaxy No.:9325175,"CN Name:2,3-二氢-1H-苯并[E]茚-1-酮",6342-87-6,O=C1CCC2=C1C1=CC=CC=C1C=C2
>7-FLUORO-1-INDANONE,http://www.acemol.com/651735-59-0.html,Catalog No.:AMOT0798,Cas No.: 651735-59-0,>7-FLUORO-1-INDANONE,Reaxy No.:4088582,"CN Name:7-氟-2,3-二氢-1-茚酮",651735-59-0,FC1=CC=CC2=C1C(=O)CC2
>6-BROMO-1-TETRALONE,http://www.acemol.com/66361-67-9.html,Catalog No.:AMOT0799,Cas No.: 66361-67-9,>6-BROMO-1-TETRALONE,Reaxy No.:,CN Name:6-溴-1-四氢萘酮,66361-67-9,BrC1=CC2=C(C=C1)C(=O)CCC2
">5,7-DIMETHYL-1-INDANONE",http://www.acemol.com/6682-69-5.html,Catalog No.:AMOT0800,Cas No.: 6682-69-5,">5,7-DIMETHYL-1-INDANONE",Reaxy No.:5248830,"CN Name:5,7-二甲基-1-茚酮",6682-69-5,CC1=CC2=C(C(=O)CC2)C(C)=C1
">6-fluoro-2,3-dihydrochromen-4-one",http://www.acemol.com/66892-34-0.html,Catalog No.:AMOT0801,Cas No.: 66892-34-0,">6-fluoro-2,3-dihydrochromen-4-one",Reaxy No.:6095746,CN Name:6-氟-4-二氢色原酮,66892-34-0,FC1=CC2=C(OCCC2=O)C=C1
>7-methyl-1-benzofuran-3-one,http://www.acemol.com/669-04-5.html,Catalog No.:AMOT0802,Cas No.: 669-04-5,>7-methyl-1-benzofuran-3-one,Reaxy No.:4245390,CN Name:7-甲基苯并呋喃-3(2H)-酮,669-04-5,CC1=CC=CC2=C1OCC2=O
">6-Ethyl-2,3-dihydro-4H-chromen-4-one",http://www.acemol.com/672904-14-2.html,Catalog No.:AMOT0803,Cas No.: 672904-14-2,">6-Ethyl-2,3-dihydro-4H-chromen-4-one",Reaxy No.:118259,CN Name:6-乙基-4-二氢色原酮,672904-14-2,CCC1=CC2=C(OCCC2=O)C=C1
">4-methyl-2,3-dihydro-1H-inden-1-ol",http://www.acemol.com/67864-03-3.html,Catalog No.:AMOT0805,Cas No.: 67864-03-3,">4-methyl-2,3-dihydro-1H-inden-1-ol",Reaxy No.:2357675,"CN Name:4-甲基-2,3-二氢-1H-茚-1-醇",67864-03-3,CC1=CC=CC2=C1CCC2O
>7-METHOXY-4-METHYLINDAN-1-ONE,http://www.acemol.com/67901-83-1.html,Catalog No.:AMOT0806,Cas No.: 67901-83-1,>7-METHOXY-4-METHYLINDAN-1-ONE,Reaxy No.:2962055,CN Name:7-甲氧基-4-甲基-1-茚酮,67901-83-1,COC1=CC=C(C)C2=C1C(=O)CC2
>5-BROMO-1-TETRALONE,http://www.acemol.com/68449-30-9.html,Catalog No.:AMOT0807,Cas No.: 68449-30-9,>5-BROMO-1-TETRALONE,Reaxy No.:3251618,CN Name:5-溴-1-四氢萘酮,68449-30-9,BrC1=CC=CC2=C1CCCC2=O
>Methyl 1-oxoindan-5-carboxylate,http://www.acemol.com/68634-02-6.html,Catalog No.:AMOT0808,Cas No.: 68634-02-6,>Methyl 1-oxoindan-5-carboxylate,Reaxy No.:2690242,CN Name:1-茚满酮-5-羧酸甲酯,68634-02-6,COC(=O)C1=CC2=C(C=C1)C(=O)CC2
>6-METHOXYCARBONYL-1-INDANONE,http://www.acemol.com/68634-03-7.html,Catalog No.:AMOT0809,Cas No.: 68634-03-7,>6-METHOXYCARBONYL-1-INDANONE,Reaxy No.:4248164,CN Name:1-茚酮-6-羧酸甲酯,68634-03-7,COC(=O)C1=CC2=C(CCC2=O)C=C1
">6,7-dichloro-2,3-dihydro-1H-inden-1-one",http://www.acemol.com/68755-30-6.html,Catalog No.:AMOT0810,Cas No.: 68755-30-6,">6,7-dichloro-2,3-dihydro-1H-inden-1-one",Reaxy No.:7183603,"CN Name:6,7-二氯-1-茚酮",68755-30-6,ClC1=C(Cl)C2=C(CCC2=O)C=C1
">5,6-DICHLORO-INDANONE",http://www.acemol.com/68755-31-7.html,Catalog No.:AMOT0811,Cas No.: 68755-31-7,">5,6-DICHLORO-INDANONE",Reaxy No.:11716063,"CN Name:5,6-二氯-2,3-二氢-1H-茚-1-酮",68755-31-7,ClC1=CC2=C(C=C1Cl)C(=O)CC2
>6-Trifluoromethyl-1-indanone,http://www.acemol.com/68755-37-3.html,Catalog No.:AMOT0812,Cas No.: 68755-37-3,>6-Trifluoromethyl-1-indanone,Reaxy No.:1942857,CN Name:6-三氟甲基-1-茚酮,68755-37-3,FC(F)(F)C1=CC2=C(CCC2=O)C=C1
>4-(Trifluoromethyl)-1-indanone,http://www.acemol.com/68755-42-0.html,Catalog No.:AMOT0813,Cas No.: 68755-42-0,>4-(Trifluoromethyl)-1-indanone,Reaxy No.:1961017,CN Name:4-(三氟甲基)-1-茚满酮,68755-42-0,FC(F)(F)C1=CC=CC2=C1CCC2=O
>7-methyltetralin-1-ol,http://www.acemol.com/6938-36-9.html,Catalog No.:AMOT0814,Cas No.: 6938-36-9,>7-methyltetralin-1-ol,Reaxy No.:2454546,CN Name:7-甲基-1-四氢萘醇,6938-36-9,CC1=CC2=C(CCCC2O)C=C1
">3,4-dihydro-5-methyl-1(2h)-naphthalenon",http://www.acemol.com/6939-35-1.html,Catalog No.:AMOT0815,Cas No.: 6939-35-1,">3,4-dihydro-5-methyl-1(2h)-naphthalenon",Reaxy No.:3239521,"CN Name:3,4-二氢化-5-甲基-1(2H)-萘酮",6939-35-1,CC1=CC=CC2=C1CCCC2=O
">4,5-DICHLORO-2,3-DIHYDRO-1H-INDEN-1-ONE",http://www.acemol.com/69392-64-9.html,Catalog No.:AMOT0816,Cas No.: 69392-64-9,">4,5-DICHLORO-2,3-DIHYDRO-1H-INDEN-1-ONE",Reaxy No.:1934790,"CN Name:4,5-二氯-1-茚酮",69392-64-9,ClC1=C(Cl)C2=C(C=C1)C(=O)CC2
>5-Chloro-2-tetralone,http://www.acemol.com/69739-64-6.html,Catalog No.:AMOT0817,Cas No.: 69739-64-6,>5-Chloro-2-tetralone,Reaxy No.:3249449,CN Name:5-氯-2-四氢萘酮,69739-64-6,ClC1=CC=CC2=C1CCC(=O)C2
>(1R)-1-(2-METHYLPHENYL)BUTYLAMINE HCl,http://www.acemol.com/698378-41-5.html,Catalog No.:AMOT0818,Cas No.: 698378-41-5,>(1R)-1-(2-METHYLPHENYL)BUTYLAMINE HCl,Reaxy No.:3089096,CN Name:(1R)-1-(2-甲基苯基)丁基胺盐酸盐,698378-41-5,Cl[H].CCC[C@@H](N)C1=CC=CC=C1C
>4-Fluoro-1-indanone,http://www.acemol.com/699-99-0.html,Catalog No.:AMOT0819,Cas No.: 699-99-0,>4-Fluoro-1-indanone,Reaxy No.:,CN Name:4-氟-1-茚酮,699-99-0,FC1=CC=CC2=C1CCC2=O
>6-AMINO-1-INDANONE,http://www.acemol.com/69975-65-1.html,Catalog No.:AMOT0820,Cas No.: 69975-65-1,>6-AMINO-1-INDANONE,Reaxy No.:1563723,CN Name:6-氨基-1-茚酮,69975-65-1,NC1=CC2=C(CCC2=O)C=C1
>5-FLUOROISOBENZOFURAN-1(3H)-ONE,http://www.acemol.com/700-85-6.html,Catalog No.:AMOT0821,Cas No.: 700-85-6,>5-FLUOROISOBENZOFURAN-1(3H)-ONE,Reaxy No.:3082109,CN Name:5-氟-1(3H)-异苯并呋喃酮,700-85-6,FC1=CC2=C(C=C1)C(=O)OC2
>7-CHLOROPHTHALIDE,http://www.acemol.com/70097-45-9.html,Catalog No.:AMOT0822,Cas No.: 70097-45-9,>7-CHLOROPHTHALIDE,Reaxy No.:1342760,CN Name:7-氯-3H-1-异苯并呋喃酮,70097-45-9,ClC1=CC=CC2=C1C(=O)OC2
>6-FLUORO-1-TETRALONE,http://www.acemol.com/703-67-3.html,Catalog No.:AMOT0823,Cas No.: 703-67-3,>6-FLUORO-1-TETRALONE,Reaxy No.:133241,"CN Name:6-氟-3,4-二氢-2H-1-萘酮",703-67-3,FC1=CC2=C(C=C1)C(=O)CCC2
>(R)-3-amino-3-(4-chloro-3-fluorophenyl)propanoic acid,http://www.acemol.com/712321-01-2.html,Catalog No.:AMOT0824,Cas No.: 712321-01-2,>(R)-3-amino-3-(4-chloro-3-fluorophenyl)propanoic acid,Reaxy No.:3202339,CN Name:(R)-3-氨基-3-(4-氯-3-氟苯基)丙酸,712321-01-2,N[C@H](CC(O)=O)C1=CC=C(Cl)C(F)=C1
>2-(4-Fluorophenyl)pyrrolidine,http://www.acemol.com/72216-06-9.html,Catalog No.:AMOT0825,Cas No.: 72216-06-9,>2-(4-Fluorophenyl)pyrrolidine,Reaxy No.:,CN Name:2-(4-氟苯基)-吡咯烷,72216-06-9,FC1=CC=C(C=C1)C1CCCN1
>1-(3-Bromophenyl)-1-methylethylamine,http://www.acemol.com/74702-93-5.html,Catalog No.:AMOT0826,Cas No.: 74702-93-5,>1-(3-Bromophenyl)-1-methylethylamine,Reaxy No.:1723102,CN Name:1-(3-溴苯基)-1-甲基乙胺,74702-93-5,CC(C)(N)C1=CC=CC(Br)=C1
">5,7-DICHLORO-BENZOFURAN-3-ONE",http://www.acemol.com/74815-20-6.html,Catalog No.:AMOT0827,Cas No.: 74815-20-6,">5,7-DICHLORO-BENZOFURAN-3-ONE",Reaxy No.:13674608,"CN Name:5,7-二氯-3-苯并呋喃酮",74815-20-6,ClC1=CC(Cl)=C2OCC(=O)C2=C1
">6-BROMO-2,3-DIHYDRO-1H-INDEN-1-OL",http://www.acemol.com/75476-86-7.html,Catalog No.:AMOT0828,Cas No.: 75476-86-7,">6-BROMO-2,3-DIHYDRO-1H-INDEN-1-OL",Reaxy No.:9845825,"CN Name:6-溴-2,3-二氢-1H-茚-1-醇",75476-86-7,OC1CCC2=C1C=C(Br)C=C2
">7-Bromo-1,2,3,4-tetrahydronaphthalen-1-ol",http://www.acemol.com/75693-15-1.html,Catalog No.:AMOT0829,Cas No.: 75693-15-1,">7-Bromo-1,2,3,4-tetrahydronaphthalen-1-ol",Reaxy No.:14293742,CN Name:7-溴-1-四氢萘醇,75693-15-1,OC1CCCC2=C1C=C(Br)C=C2
">4H-1-Benzopyran-4-one,2,3-dihydro-7-hydroxy",http://www.acemol.com/76240-27-2.html,Catalog No.:AMOT0830,Cas No.: 76240-27-2,">4H-1-Benzopyran-4-one,2,3-dihydro-7-hydroxy",Reaxy No.:,CN Name:7-羟基色满-4-酮,76240-27-2,OC1=CC=C2C(=O)CCOC2=C1
">5-broMo-8-Methoxy-3,4-dihydronaphthalen-1(2H)-one",http://www.acemol.com/77259-96-2.html,Catalog No.:AMOT0831,Cas No.: 77259-96-2,">5-broMo-8-Methoxy-3,4-dihydronaphthalen-1(2H)-one",Reaxy No.:124511,"CN Name:5-溴-3,4-二氢-8-甲氧基-1(2H)-萘酮",77259-96-2,COC1=CC=C(Br)C2=C1C(=O)CCC2
">(R)-1-(2,5-dimethylphenyl)ethanamine",http://www.acemol.com/77302-55-7.html,Catalog No.:AMOT0832,Cas No.: 77302-55-7,">(R)-1-(2,5-dimethylphenyl)ethanamine",Reaxy No.:3265786,"CN Name:(R)-1-(2,5-二甲苯基)乙胺",77302-55-7,C[C@@H](N)C1=CC(C)=CC=C1C
">5-(benzyloxy)-2,3-dihydro-1H-inden-1-one",http://www.acemol.com/78326-88-2.html,Catalog No.:AMOT0833,Cas No.: 78326-88-2,">5-(benzyloxy)-2,3-dihydro-1H-inden-1-one",Reaxy No.:4575068,"CN Name:5-(苄氧基)-2,3-二氢-1H-茚-1-酮",78326-88-2,O=C1CCC2=C1C=CC(OCC1=CC=CC=C1)=C2
>(R)-3-Amino-3-(2-naphthyl)-propionic acid,http://www.acemol.com/786637-72-7.html,Catalog No.:AMOT0834,Cas No.: 786637-72-7,>(R)-3-Amino-3-(2-naphthyl)-propionic acid,Reaxy No.:1245875,CN Name:(R)-Boc-2-萘基-beta-苯丙氨酸,786637-72-7,N[C@H](CC(O)=O)C1=CC=C2C=CC=CC2=C1
>(R)-3-(3-BROMOPHENYL)-BETA-ALANINE,http://www.acemol.com/788153-27-5.html,Catalog No.:AMOT0835,Cas No.: 788153-27-5,>(R)-3-(3-BROMOPHENYL)-BETA-ALANINE,Reaxy No.:,CN Name:(R)-3-氨基-3-(3-溴苯基)-丙酸,788153-27-5,N[C@H](CC(O)=O)C1=CC=CC(Br)=C1
>6-HYDROXY-CHROMAN-4-ONE,http://www.acemol.com/80096-64-6.html,Catalog No.:AMOT0836,Cas No.: 80096-64-6,>6-HYDROXY-CHROMAN-4-ONE,Reaxy No.:6791426,CN Name:6-羟基-4-色满酮,80096-64-6,OC1=CC2=C(OCCC2=O)C=C1
">6,7,8-Trifluoro-2-tetralone",http://www.acemol.com/808144-34-5.html,Catalog No.:AMOT0837,Cas No.: 808144-34-5,">6,7,8-Trifluoro-2-tetralone",Reaxy No.:5381557,"CN Name:6,7,8-三氟-3,4-二氢-1H-2-萘酮",808144-34-5,FC1=CC2=C(CC(=O)CC2)C(F)=C1F
">6,7-Dimethyl-2,3-dihydro-4H-chromen-4-one",http://www.acemol.com/80859-08-1.html,Catalog No.:AMOT0838,Cas No.: 80859-08-1,">6,7-Dimethyl-2,3-dihydro-4H-chromen-4-one",Reaxy No.:,"CN Name:6,7-二甲基-2,3-二氢-4H-苯并吡喃-4-酮",80859-08-1,CC1=CC2=C(C=C1C)C(=O)CCO2
">6-methoxy-3,4-dihydro-2H-chromen-4-amine",http://www.acemol.com/81816-60-6.html,Catalog No.:AMOT0839,Cas No.: 81816-60-6,">6-methoxy-3,4-dihydro-2H-chromen-4-amine",Reaxy No.:14340835,CN Name:6-甲氧基-苯并二氢吡喃-4-胺,81816-60-6,COC1=CC2=C(OCCC2N)C=C1
">4-CHLORO-2,3-DIHYDRO-7-HYDROXYINDEN-1-ONE",http://www.acemol.com/81945-10-0.html,Catalog No.:AMOT0840,Cas No.: 81945-10-0,">4-CHLORO-2,3-DIHYDRO-7-HYDROXYINDEN-1-ONE",Reaxy No.:4404144,CN Name:4-氯-7-羟基氢化茚-1-酮,81945-10-0,OC1=CC=C(Cl)C2=C1C(=O)CC2
">1H-Inden-1-one,4-bromo-2,3-dihydro-7-hydroxy",http://www.acemol.com/81945-13-3.html,Catalog No.:AMOT0841,Cas No.: 81945-13-3,">1H-Inden-1-one,4-bromo-2,3-dihydro-7-hydroxy",Reaxy No.:1240294,CN Name:4-溴-7-羟基茚烷-1-酮,81945-13-3,OC1=CC=C(Br)C2=C1C(=O)CC2
>8-Chloro-2-tetralone,http://www.acemol.com/82302-27-0.html,Catalog No.:AMOT0842,Cas No.: 82302-27-0,>8-Chloro-2-tetralone,Reaxy No.:10024502,CN Name:8-氯-2-四氢萘酮,82302-27-0,ClC1=CC=CC2=C1CC(=O)CC2
>(R)-(+)-2-(2-chlorophenyl)-pyrrolidine,http://www.acemol.com/823188-58-5.html,Catalog No.:AMOT0843,Cas No.: 823188-58-5,>(R)-(+)-2-(2-chlorophenyl)-pyrrolidine,Reaxy No.:6368838,CN Name:(R)-2-(2-氯苯基)吡咯烷,823188-58-5,ClC1=CC=CC=C1[C@H]1CCCN1
">4-fluoro-7-methyl-2,3-dihydroinden-1-one",http://www.acemol.com/828267-45-4.html,Catalog No.:AMOT0844,Cas No.: 828267-45-4,">4-fluoro-7-methyl-2,3-dihydroinden-1-one",Reaxy No.:14344176,CN Name:4-氟-7-甲基-1-茚酮,828267-45-4,CC1=CC=C(F)C2=C1C(=O)CC2
>5-Fluoro-6-methoxyindan-1-one,http://www.acemol.com/83802-71-5.html,Catalog No.:AMOT0845,Cas No.: 83802-71-5,>5-Fluoro-6-methoxyindan-1-one,Reaxy No.:,"CN Name:5-氟-2,3-二氢-6-甲氧基-1H-茚-1-酮",83802-71-5,COC1=CC2=C(CCC2=O)C=C1F
">5,7-Difluoro-2,3-dihydroinden-1-one",http://www.acemol.com/84315-25-3.html,Catalog No.:AMOT0846,Cas No.: 84315-25-3,">5,7-Difluoro-2,3-dihydroinden-1-one",Reaxy No.:6194854,"CN Name:5,7-二氟-2,3-二氢茚-1-酮",84315-25-3,FC1=CC2=C(C(=O)CC2)C(F)=C1
">6,8-Difluoro-2-tetralone",http://www.acemol.com/843644-23-5.html,Catalog No.:AMOT0847,Cas No.: 843644-23-5,">6,8-Difluoro-2-tetralone",Reaxy No.:7090082,"CN Name:6,8-二氟-3,4-二氢-1H-2-萘酮",843644-23-5,FC1=CC2=C(CC(=O)CC2)C(F)=C1
">5,7-difluorochroman-4-one",http://www.acemol.com/844648-22-2.html,Catalog No.:AMOT0848,Cas No.: 844648-22-2,">5,7-difluorochroman-4-one",Reaxy No.:14448815,"CN Name:5,7-二氟苯并二氢吡喃-4-酮",844648-22-2,FC1=CC2=C(C(=O)CCO2)C(F)=C1
">(S)-1-(2,4-DIFLUOROPHENYL)ETHANAMINE",http://www.acemol.com/845252-02-0.html,Catalog No.:AMOT0849,Cas No.: 845252-02-0,">(S)-1-(2,4-DIFLUOROPHENYL)ETHANAMINE",Reaxy No.:14343395,"CN Name:(S)-2,4-二氟-A-甲基苯甲胺",845252-02-0,C[C@H](N)C1=CC=C(F)C=C1F
>(R)-1-(4-chloro-2-fluorophenyl)ethanamine,http://www.acemol.com/856758-58-2.html,Catalog No.:AMOT0850,Cas No.: 856758-58-2,>(R)-1-(4-chloro-2-fluorophenyl)ethanamine,Reaxy No.:10070834,CN Name:R-1-（2-氟-4-氯苯基）-1-乙胺,856758-58-2,C[C@@H](N)C1=CC=C(Cl)C=C1F
">7-bromo-1,2,3,4-tetrahydronaphthalen-1-amine",http://www.acemol.com/865472-04-4.html,Catalog No.:AMOT0851,Cas No.: 865472-04-4,">7-bromo-1,2,3,4-tetrahydronaphthalen-1-amine",Reaxy No.:18454431,"CN Name:7-溴-1,2,3,4-四氢萘-1-胺",865472-04-4,NC1CCCC2=C1C=C(Br)C=C2
>1-((2S)PYRROLIDIN-2-YL)-3-PHENOXYBENZENE,http://www.acemol.com/867326-75-8.html,Catalog No.:AMOT0852,Cas No.: 867326-75-8,>1-((2S)PYRROLIDIN-2-YL)-3-PHENOXYBENZENE,Reaxy No.:,CN Name:1-((2S)吡咯烷-2-基)-3-苯氧基苯,867326-75-8,C1CN[C@@H](C1)C1=CC=CC(OC2=CC=CC=C2)=C1
">5-(trifluoroMethyl)-2,3-dihydro-1H-inden-1-ol",http://www.acemol.com/869725-57-5.html,Catalog No.:AMOT0853,Cas No.: 869725-57-5,">5-(trifluoroMethyl)-2,3-dihydro-1H-inden-1-ol",Reaxy No.:14455645,"CN Name:2,3-二氢-5-(三氟甲基)-1H-茚-1-醇",869725-57-5,OC1CCC2=C1C=CC(=C2)C(F)(F)F
">4-bromo-6-methyl-2,3-dihydroinden-1-one",http://www.acemol.com/876-91-5.html,Catalog No.:AMOT0854,Cas No.: 876-91-5,">4-bromo-6-methyl-2,3-dihydroinden-1-one",Reaxy No.:,CN Name:4-溴-6-甲基-1-茚酮,876-91-5,CC1=CC2=C(CCC2=O)C(Br)=C1
">5,7-DIMETHOXY-INDAN-1-ONE",http://www.acemol.com/880-87-5.html,Catalog No.:AMOT0855,Cas No.: 880-87-5,">5,7-DIMETHOXY-INDAN-1-ONE",Reaxy No.:2638782,"CN Name:5,7-二甲氧基茚酮",880-87-5,COC1=CC2=C(C(=O)CC2)C(OC)=C1
">7-bromo-4-fluoro-2,3-dihydroinden-1-one",http://www.acemol.com/881189-73-7.html,Catalog No.:AMOT0856,Cas No.: 881189-73-7,">7-bromo-4-fluoro-2,3-dihydroinden-1-one",Reaxy No.:2049392,CN Name:7-溴-4-氟茚酮,881189-73-7,FC1=CC=C(Br)C2=C1CCC2=O
">6-Chloro-5-fluoro-2,3-dihydro-1H-inden-1-one",http://www.acemol.com/881189-75-9.html,Catalog No.:AMOT0857,Cas No.: 881189-75-9,">6-Chloro-5-fluoro-2,3-dihydro-1H-inden-1-one",Reaxy No.:15496568,CN Name:6-氯-5-氟-1-茚酮,881189-75-9,FC1=CC2=C(C=C1Cl)C(=O)CC2
">5-chloro-6-fluoro-2,3-dihydroinden-1-one",http://www.acemol.com/881190-94-9.html,Catalog No.:AMOT0858,Cas No.: 881190-94-9,">5-chloro-6-fluoro-2,3-dihydroinden-1-one",Reaxy No.:15496571,CN Name:5-氯-6-氟-1-茚酮,881190-94-9,FC1=CC2=C(CCC2=O)C=C1Cl
">5-(trifluoromethyl)-3,4-dihydro-2H-naphthalen-1-one",http://www.acemol.com/885268-02-0.html,Catalog No.:AMOT0859,Cas No.: 885268-02-0,">5-(trifluoromethyl)-3,4-dihydro-2H-naphthalen-1-one",Reaxy No.:,CN Name:5-三氟甲基-1-四氢萘酮,885268-02-0,FC(F)(F)C1=CC=CC2=C1CCCC2=O
">8-Bromo-6-chloro-2,3-dihydro-4H-chromen-4-one",http://www.acemol.com/890839-47-1.html,Catalog No.:AMOT0860,Cas No.: 890839-47-1,">8-Bromo-6-chloro-2,3-dihydro-4H-chromen-4-one",Reaxy No.:4738892,CN Name:8-溴-6-氯-4-二氢色原酮,890839-47-1,ClC1=CC2=C(OCCC2=O)C(Br)=C1
>8-Trifluoromethyl-chroman-4-one,http://www.acemol.com/890839-66-4.html,Catalog No.:AMOT0861,Cas No.: 890839-66-4,>8-Trifluoromethyl-chroman-4-one,Reaxy No.:14561514,CN Name:8-三氟甲基苯并二氢吡喃-4-酮,890839-66-4,FC(F)(F)C1=CC=CC2=C1OCCC2=O
